,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
8469,7.48,6.057,,589,2018,1970
8470,7.19,6.057,,676,2016,1971
8471,6.75,6.057,,997,1974,1972
8472,7.32,6.057,,545,2006,1973
8473,7.68,6.056,12.99,614,2016,1974
8474,7.45,6.056,,533,1996,1975
8475,7.37,6.056,29.99,579,2018,1976
8476,7.23,6.056,49.99,572,2009,1977
8477,7.12,6.056,,722,1987,1978
8478,6.36,6.056,9.99,2655,2005,1979
8479,7.91,6.056,,401,1745,1980
8480,6.61,6.056,13.99,1305,2012,1981
8481,6.65,6.056,,1215,1987,1982
8482,7.25,6.055,,687,1989,1983
8483,8.04,6.054,,428,2016,1984
8484,6.81,6.054,,931,2017,1985
8485,6.65,6.054,19.99,1287,2013,1986
8486,7.03,6.054,,700,2006,1987
8487,6.88,6.053,49.95,826,2015,1988
8488,6.57,6.053,,1432,1986,1989
8489,6.44,6.052,9.99,2325,2005,1990
8490,6.47,6.052,34.95,1720,2003,1991
8491,6.71,6.052,54.99,1062,2009,1992
8492,7.45,6.052,49.99,555,2018,1993
8493,6.61,6.052,,1230,2003,1994
8494,6.98,6.051,71.99,750,2011,1995
8495,6.99,6.051,74.99,741,2013,1996
8496,6.58,6.051,25,1328,2009,1997
8497,8.22,6.051,51,351,2018,1998
8498,7.41,6.05,34.99,576,2017,1999
8499,6.36,6.05,19.95,2463,2002,2000
8500,6.53,6.05,69.99,1567,1986,2001
8501,6.83,6.05,,956,2013,2002
8502,6.55,6.05,,1338,2002,2003
8503,6.89,6.049,,804,2008,2004
8504,7.34,6.049,,628,2013,2005
8505,6.63,6.048,,1198,2001,2006
8506,6.63,6.048,11.95,1152,2015,2007
8507,8.03,6.048,,340,2017,2008
8508,6.57,6.048,,1295,2013,2009
8509,6.47,6.047,,2203,1993,2010
8510,6.86,6.047,,963,2006,2011
8511,7.07,6.047,,649,2016,2012
8512,6.76,6.047,,1063,2017,2013
8513,6.8,6.047,,962,2017,2014
8514,6.8,6.046,12.99,934,1930,2015
8515,7.16,6.046,99.99,727,2017,2016
8516,8.42,6.046,150,377,2018,2017
8517,6.32,6.045,14.95,2732,2011,2018
8518,6.53,6.045,,1399,2010,2019
8519,7.09,6.045,49.99,711,2015,2020
8520,6.68,6.044,27.99,1070,2007,2021
8521,6.46,6.044,,1698,1988,2022
8522,6.87,6.043,60,835,2018,2023
8523,7.24,6.043,54.99,633,2016,2024
8524,6.51,6.043,,1534,2000,2025
8525,7.71,6.043,,418,2018,2026
8526,6.95,6.042,,805,1978,2027
8527,8.01,6.042,,458,2014,2028
8528,7.53,6.042,19.99,453,2016,2029
8529,7.21,6.042,,612,1990,2030
8530,7.06,6.042,,737,2015,2031
8531,7.67,6.042,,498,2015,2032
8532,6.51,6.041,29.99,1530,2013,2033
8533,6.82,6.041,19.99,908,2016,2034
8534,6.37,6.041,39.99,2172,2005,2035
8535,6.89,6.041,,822,2012,2036
8536,6.6,6.041,39.99,1406,2017,2037
8537,6.6,6.041,,1248,2010,2038
8538,6.95,6.04,114.99,876,2011,2039
8539,6.98,6.04,26.31,779,2016,2040
8540,7.38,6.04,,491,2007,2041
8541,8.14,6.039,59.99,355,2016,2042
8542,7.14,6.038,,771,2018,2043
8543,7.5,6.038,,480,2005,2044
8544,7.86,6.038,,428,2016,2045
8545,7.36,6.038,,569,2005,2046
8546,7.19,6.038,79.95,689,2010,2047
8547,7.85,6.037,,404,2004,2048
8548,6.18,6.037,24.99,5438,2007,2049
8549,6.8,6.037,,920,2018,2050
8550,6.86,6.037,44.99,820,2013,2051
8551,7.37,6.036,,532,2016,2052
8552,6.89,6.036,64.95,754,2008,2053
8553,6.62,6.036,35.23,1214,2017,2054
8554,6.58,6.036,34.99,1288,2014,2055
8555,6.72,6.036,,1040,2016,2056
8556,7.01,6.035,,734,2002,2057
8557,6.55,6.035,,1375,2013,2058
8558,7.06,6.035,19.99,719,2014,2059
8559,6.53,6.034,14.99,1462,2016,2060
8560,6.57,6.034,19.95,1332,2016,2061
8561,7.51,6.034,,460,2008,2062
8562,6.68,6.034,,1042,2002,2063
8563,6.44,6.033,,1639,2012,2064
8564,6.56,6.033,24.99,1316,2017,2065
8565,6.67,6.033,,1059,2005,2066
8566,6.58,6.033,,1480,1974,2067
8567,7.05,6.033,52,679,2009,2068
8568,6.75,6.033,,931,2008,2069
8569,6.71,6.033,,1006,2008,2070
8570,6.44,6.032,16.99,1631,2008,2071
8571,6.9,6.032,59.99,776,2010,2072
8572,6.76,6.031,11.67,922,2016,2073
8573,7.39,6.031,,539,2005,2074
8574,6.58,6.031,,1486,1977,2075
8575,7.2,6.03,,542,2018,2076
8576,6.68,6.03,89.99,1530,2014,2077
8577,6.73,6.03,,1034,2008,2078
8578,7.57,6.03,21.54,467,2017,2079
8579,6.52,6.029,,1402,2008,2080
8580,6.93,6.029,59.99,802,2015,2081
8581,6.4,6.029,20,1839,1995,2082
8582,8.01,6.029,,414,2012,2083
8583,7.47,6.028,,500,2018,2084
8584,6.48,6.028,,1488,1993,2085
8585,7.26,6.028,,547,2016,2086
8586,7.04,6.028,,663,2016,2087
8587,6.2,6.028,11.99,6135,1972,2088
8588,6.38,6.027,24.99,2001,2004,2089
8589,6.94,6.027,59.95,749,2017,2090
8590,7.18,6.027,,570,2018,2091
8591,7.72,6.026,,410,2011,2092
8592,6.7,6.026,34.99,1129,2015,2093
8593,6.94,6.026,,694,2010,2094
8594,7.21,6.026,20,596,2018,2095
8595,6.89,6.026,39.99,784,2018,2096
8596,8.14,6.025,,453,2019,2097
8597,7.64,6.025,54.99,422,2018,2098
8598,7.35,6.025,,511,2013,2099
8599,6.39,6.025,9.99,2260,1906,2100
8600,7.14,6.025,,580,2006,2101
8601,6.51,6.024,,1346,2004,2102
8602,7.42,6.024,,520,2015,2103
8603,7.44,6.024,,475,2009,2104
8604,6.56,6.024,49.99,1277,2007,2105
8605,6.52,6.024,9.99,1321,2014,2106
8606,6.45,6.024,24.99,1699,2006,2107
8607,6.82,6.023,7.99,863,1864,2108
8608,6.35,6.023,30,2191,2015,2109
8609,6.64,6.023,59.99,1146,2014,2110
8610,6.89,6.023,,742,2013,2111
8611,7.24,6.023,17.95,597,2017,2112
8612,6.39,6.022,29.99,2142,2007,2113
8613,6.8,6.021,,831,2001,2114
8614,6.6,6.021,64.99,1179,2011,2115
8615,8.04,6.021,,361,2015,2116
8616,6.88,6.021,,822,2015,2117
8617,8.34,6.021,149.99,398,2018,2118
8618,6.45,6.021,,1509,1998,2119
8619,6.38,6.02,39.99,2432,2015,2120
8620,6.36,6.02,29.99,2119,2011,2121
8621,7.33,6.02,,507,2008,2122
8622,7.09,6.02,24.99,669,2017,2123
8623,6.43,6.02,39.99,1681,2006,2124
8624,7.54,6.02,,730,2015,2125
8625,7.76,6.02,,413,1984,2126
8626,6.8,6.019,21.99,818,2016,2127
8627,6.97,6.019,,672,2009,2128
8628,6.76,6.019,24.99,1014,2018,2129
8629,6.73,6.019,,944,2013,2130
8630,6.21,6.019,20,5022,2000,2131
8631,6.39,6.018,,1737,2009,2132
8632,6.44,6.018,,1629,1998,2133
8633,6.88,6.018,,770,2003,2134
8634,6.41,6.018,34.95,1729,2011,2135
8635,7.25,6.016,39.99,600,2015,2136
8636,7.98,6.016,59.95,354,2017,2137
8637,6.64,6.016,,1088,2012,2138
8638,6.86,6.015,,737,2011,2139
8639,7.09,6.015,,665,2012,2140
8640,6.5,6.015,,1344,2005,2141
8641,6.84,6.015,,794,2015,2142
8642,7.84,6.015,,463,2018,2143
8643,6.77,6.015,34.99,1246,2002,2144
8644,7.12,6.014,,628,2015,2145
8645,6.42,6.014,,1584,2005,2146
8646,6.9,6.014,,749,2012,2147
8647,7.1,6.014,,666,2016,2148
8648,6.75,6.014,14.99,890,2017,2149
8649,8.64,6.014,,391,2017,2150
8650,6.61,6.013,38.76,1112,2009,2151
8651,8.72,6.013,,239,2017,2152
8652,6.86,6.013,,748,1995,2153
8653,7.83,6.013,,459,2017,2154
8654,6.55,6.013,29.99,1650,2010,2155
8655,8.24,6.013,80,320,2016,2156
8656,6.75,6.013,,1128,1989,2157
8657,6.77,6.012,18,878,2015,2158
8658,6.39,6.012,9.99,1787,2014,2159
8659,7.04,6.011,,623,2018,2160
8660,7.67,6.011,,399,2009,2161
8661,7.98,6.011,,363,2012,2162
8662,6.46,6.011,,1428,1995,2163
8663,6.83,6.011,59.99,802,2012,2164
8664,6.93,6.01,49.99,717,2016,2165
8665,7.28,6.01,,603,2002,2166
8666,7.29,6.01,31.98,533,2017,2167
8667,7.49,6.01,,463,2010,2168
8668,6.42,6.009,29.99,1572,2006,2169
8669,6.51,6.009,,1560,1970,2170
8670,6.66,6.008,50,982,2012,2171
8671,8.03,6.008,89.99,346,2013,2172
8672,7.07,6.008,29.99,608,2017,2173
8673,6.5,6.007,49.99,1414,2011,2174
8674,7.01,6.007,,659,1990,2175
8675,6.77,6.007,20,881,2012,2176
8676,6.66,6.007,,971,2014,2177
8677,7.43,6.007,,441,2016,2178
8678,7.37,6.006,,564,2019,2179
8679,7.45,6.005,,593,2018,2180
8680,6.91,6.005,,723,2012,2181
8681,7.57,6.005,,456,2006,2182
8682,6.55,6.005,,1271,2010,2183
8683,6.52,6.005,,1169,2010,2184
8684,6.83,6.004,,746,2011,2185
8685,6.63,6.004,,1000,2003,2186
8686,7.01,6.004,24.99,713,2007,2187
8687,6.92,6.004,,757,2011,2188
8688,6.15,6.003,19.99,6790,2013,2189
8689,7.19,6.003,,533,2013,2190
8690,7.75,6.003,,399,2014,2191
8691,7.42,6.003,,443,2018,2192
8692,6.73,6.003,37.99,863,2010,2193
8693,7.01,6.002,,676,2015,2194
8694,6.59,6.001,,1100,2008,2195
8695,7.09,6.001,29.99,650,2013,2196
8696,6.6,6,24.99,1067,2009,2197
8697,7.06,5.999,29.99,625,2013,2198
8698,6.38,5.999,,1687,2006,2199
8699,8.16,5.999,,359,2018,2200
8700,7.32,5.998,23.44,522,2018,2201
8701,7.17,5.998,62.79,538,2016,2202
8702,6.48,5.998,,1335,1998,2203
8703,7.37,5.997,,470,2015,2204
8704,6.36,5.997,19.99,2029,1981,2205
8705,7.76,5.997,,546,2018,2206
8706,6.72,5.997,29.95,975,2015,2207
8707,6.87,5.997,39.99,784,2016,2208
8708,6.16,5.997,40,6000,1996,2209
8709,6.85,5.997,,781,2016,2210
8710,6.82,5.996,,744,2011,2211
8711,6.53,5.996,,1249,2015,2212
8712,6.38,5.996,,1711,2013,2213
8713,6.67,5.996,,880,1997,2214
8714,6.79,5.996,,800,2015,2215
8715,6.16,5.995,29.99,7198,1988,2216
8716,7.09,5.995,24.99,595,2018,2217
8717,6.47,5.995,49,1338,1996,2218
8718,7.32,5.995,,479,2017,2219
8719,6.69,5.994,,887,2015,2220
8720,7.19,5.994,,529,2014,2221
8721,6.71,5.994,,897,2013,2222
8722,6.77,5.994,50,799,2015,2223
8723,7.78,5.993,,406,2012,2224
8724,8.04,5.993,,308,2013,2225
8725,7.01,5.992,,595,2015,2226
8726,6.75,5.992,17.99,795,2014,2227
8727,6.96,5.992,,652,2017,2228
8728,6.43,5.992,,1475,1989,2229
8729,6.39,5.991,,1674,1986,2230
8730,7.25,5.991,98.99,642,2013,2231
8731,7.88,5.991,,350,2018,2232
8732,7.12,5.991,,545,2015,2233
8733,7.37,5.99,,432,1991,2234
8734,7.15,5.99,49.95,532,2004,2235
8735,6.29,5.99,31.99,2209,1991,2236
8736,6.65,5.99,59.99,952,2013,2237
8737,6.51,5.99,59.99,1205,2013,2238
8738,6.74,5.99,,825,2016,2239
8739,6.96,5.99,,639,2017,2240
8740,6.68,5.99,34.99,880,2012,2241
8741,7.52,5.989,,414,2015,2242
8742,6.83,5.989,70,707,2012,2243
8743,6.71,5.989,24.99,946,2015,2244
8744,6.82,5.989,65,768,2015,2245
8745,6.17,5.989,25,3723,2008,2246
8746,7.18,5.989,,613,1985,2247
8747,6.27,5.989,,2265,1989,2248
8748,7.32,5.988,,453,2015,2249
8749,6.43,5.988,,1430,2006,2250
8750,6.99,5.988,,686,2015,2251
8751,7.02,5.988,,578,2017,2252
8752,6.92,5.988,49.99,667,2017,2253
8753,7.55,5.988,,382,2018,2254
8754,7.55,5.988,,396,2006,2255
8755,7.74,5.988,,354,2018,2256
8756,7.19,5.987,,549,2004,2257
8757,6.84,5.987,40,864,2016,2258
8758,6.34,5.987,28,2165,1994,2259
8759,6.59,5.987,39.95,991,2007,2260
8760,6.82,5.987,28,765,2016,2261
8761,7.59,5.986,,430,2010,2262
8762,7.4,5.986,14.95,421,2018,2263
8763,6.72,5.986,,1160,1981,2264
8764,6.46,5.986,14.99,1481,2005,2265
8765,6.76,5.986,34.99,814,2012,2266
8766,6.44,5.985,24.99,1450,2016,2267
8767,7.32,5.985,,454,2015,2268
8768,6.45,5.985,39.99,1371,2009,2269
8769,6.46,5.985,59.95,1381,2007,2270
8770,8,5.985,,338,2018,2271
8771,6.67,5.984,,1016,1980,2272
8772,6.61,5.984,49.95,962,2012,2273
8773,8.06,5.984,,276,1998,2274
8774,7.8,5.984,55,350,2000,2275
8775,7,5.984,,613,1973,2276
8776,7.33,5.983,,494,2015,2277
8777,7.5,5.983,45,412,2015,2278
8778,7.35,5.983,,452,1992,2279
8779,7.55,5.983,,405,2007,2280
8780,7.85,5.983,,327,2015,2281
8781,6.75,5.982,,845,2009,2282
8782,6.86,5.982,34.99,721,2015,2283
8783,6.84,5.982,,682,2008,2284
8784,6.43,5.982,,1431,2006,2285
8785,7.13,5.982,,525,2017,2286
8786,6.42,5.981,39.99,1832,2004,2287
8787,8.23,5.981,,260,2010,2288
8788,6.83,5.981,,715,2017,2289
8789,6.84,5.98,79.95,766,2012,2290
8790,6.24,5.98,24.99,4530,2007,2291
8791,6.74,5.98,24.99,771,2011,2292
8792,7.49,5.98,,428,2018,2293
8793,6.45,5.98,,1295,2006,2294
8794,6.61,5.979,,953,2002,2295
8795,6.59,5.979,,1122,1988,2296
8796,6.45,5.979,49,1306,2004,2297
8797,6.84,5.978,,676,2009,2298
8798,7.97,5.978,69,325,2015,2299
8799,6.52,5.978,49.99,1120,2014,2300
8800,7.56,5.978,,401,2017,2301
8801,7.06,5.978,,537,2018,2302
8802,7.25,5.977,,524,1986,2303
8803,7.12,5.976,,533,2017,2304
8804,6.55,5.976,,1078,2011,2305
8805,6.93,5.976,,610,2010,2306
8806,6.46,5.975,,1195,2006,2307
8807,6.94,5.975,,596,1993,2308
8808,6.86,5.974,,677,2016,2309
8809,6.95,5.974,,652,2018,2310
8810,6.43,5.974,,1343,2008,2311
8811,6.78,5.974,,720,1998,2312
8812,6.51,5.974,,1548,2003,2313
8813,7.74,5.973,,409,2018,2314
8814,6.73,5.973,,795,2014,2315
8815,6.79,5.972,,791,2013,2316
8816,6.93,5.972,,660,1972,2317
8817,6.6,5.972,,924,2010,2318
8818,8.45,5.972,,262,2013,2319
8819,6.62,5.972,,1088,2015,2320
8820,6.52,5.971,,1090,2012,2321
8821,6.51,5.971,,1117,2007,2322
8822,6.63,5.971,,965,2009,2323
8823,7.81,5.971,,349,1997,2324
8824,7.84,5.971,,424,2017,2325
8825,7.46,5.971,,441,2018,2326
8826,6.43,5.971,,1570,2011,2327
8827,6.99,5.971,,582,2013,2328
8828,6.37,5.97,,1424,2015,2329
8829,7.08,5.97,,570,1976,2330
8830,7.22,5.97,,467,2007,2331
8831,6.81,5.97,,742,2005,2332
8832,6.61,5.969,,930,2008,2333
8833,6.98,5.969,,675,,2334
8834,6.41,5.969,,1935,2014,2335
8835,7.73,5.969,,368,1995,2336
8836,6.74,5.968,,735,2009,2337
8837,6.71,5.968,,820,2014,2338
8838,6.86,5.968,,660,2007,2339
8839,7.53,5.968,,404,2009,2340
8840,6.93,5.968,,620,2014,2341
8841,7.36,5.967,,433,2015,2342
8842,7.07,5.967,,531,2014,2343
8843,7.37,5.966,,526,2013,2344
8844,6.53,5.966,,1026,2007,2345
8845,6.6,5.966,,1011,2017,2346
8846,8.28,5.966,,281,2017,2347
8847,6.92,5.966,,645,1992,2348
8848,6.28,5.966,,1860,2008,2349
8849,6.93,5.965,,607,2005,2350
8850,7.16,5.965,,485,2018,2351
8851,6.95,5.965,,639,2013,2352
8852,6.6,5.965,,910,2007,2353
8853,6.86,5.964,,668,2017,2354
8854,7.81,5.964,,351,2012,2355
8855,7.34,5.964,,455,2017,2356
8856,7.69,5.963,,368,2016,2357
8857,6.71,5.963,,805,2016,2358
8858,6.44,5.963,,1334,2003,2359
8859,6.68,5.963,,961,2017,2360
8860,7.72,5.963,,343,2018,2361
8861,7.29,5.963,,504,2014,2362
8862,6.78,5.963,,752,2004,2363
8863,6.71,5.962,,806,2014,2364
8864,6.43,5.962,,1263,2010,2365
8865,7.17,5.962,,490,2016,2366
8866,6.3,5.962,,1714,2009,2367
8867,6.51,5.962,,1178,2015,2368
8868,7.14,5.962,,568,2013,2369
8869,6.47,5.961,,1137,2010,2370
8870,7.91,5.961,,335,2011,2371
8871,6.34,5.961,,1698,1991,2372
8872,7.04,5.961,,583,2017,2373
8873,6.7,5.961,,756,2008,2374
8874,6.46,5.96,,1211,2012,2375
8875,6.34,5.96,,1507,2013,2376
8876,6.63,5.96,,891,2007,2377
8877,6.35,5.96,,1550,2009,2378
8878,6.72,5.96,,755,1999,2379
8879,6.29,5.96,,1810,2008,2380
8880,7.24,5.96,,453,2017,2381
8881,6.38,5.959,,1369,2012,2382
8882,6.89,5.959,,623,2017,2383
8883,6.6,5.958,,910,2002,2384
8884,7.39,5.958,,425,2019,2385
8885,6.78,5.958,,778,2004,2386
8886,6.83,5.958,,637,2017,2387
8887,7.78,5.957,,346,2007,2388
8888,8.19,5.957,,277,2014,2389
8889,7.3,5.957,,420,2012,2390
8890,6.07,5.957,,12008,1946,2391
8891,6.8,5.956,,738,2016,2392
8892,8.68,5.956,,341,2019,2393
8893,6.57,5.955,,976,2010,2394
8894,6.4,5.955,,1338,2015,2395
8895,6.68,5.954,,810,2018,2396
8896,6.98,5.954,,712,2016,2397
8897,7.58,5.954,,379,1986,2398
8898,6.9,5.954,,644,1984,2399
8899,6.33,5.953,,1513,2002,2400
8900,6.38,5.953,12.99,1414,2014,2401
8901,6.94,5.953,,563,2012,2402
8902,6.78,5.953,25,781,2015,2403
8903,6.24,5.953,19.99,2234,2004,2404
8904,6.41,5.953,37.95,1242,2004,2405
8905,6.96,5.953,,580,2001,2406
8906,7.16,5.953,,474,2003,2407
8907,7.77,5.952,,427,2016,2408
8908,7.24,5.952,27.99,448,2016,2409
8909,6.55,5.952,,966,2007,2410
8910,7.55,5.951,,349,2010,2411
8911,7.06,5.951,38,517,1998,2412
8912,7.46,5.951,,365,1995,2413
8913,8.03,5.951,99.99,293,2017,2414
8914,6.5,5.95,39.99,1023,2014,2415
8915,6.44,5.95,9.99,1149,2015,2416
8916,7.28,5.95,,427,2016,2417
8917,6.64,5.95,,895,1997,2418
8918,7.35,5.95,,398,2016,2419
8919,6.27,5.949,64.99,1996,2003,2420
8920,6.32,5.949,34.99,1589,1991,2421
8921,6.89,5.949,49.95,672,2016,2422
8922,6.4,5.949,,1293,2014,2423
8923,6.87,5.949,55,624,2008,2424
8924,6.34,5.948,34.95,1457,2007,2425
8925,7.62,5.948,,352,2016,2426
8926,6.77,5.948,27.99,660,2014,2427
8927,7.12,5.947,,493,1975,2428
8928,7.01,5.947,,535,2016,2429
8929,6.69,5.947,,752,2005,2430
8930,7.88,5.947,,308,1999,2431
8931,6.34,5.946,59.95,1509,2005,2432
8932,6.29,5.946,,1612,2006,2433
8933,7.63,5.946,,377,2008,2434
8934,6.83,5.946,19.99,675,2016,2435
8935,7.95,5.946,159.99,342,2017,2436
8936,8.27,5.946,49.99,262,2018,2437
8937,6.92,5.945,,569,2018,2438
8938,7.22,5.945,,447,1981,2439
8939,7.57,5.945,,371,2014,2440
8940,6.58,5.944,,932,1983,2441
8941,7.07,5.944,,493,2016,2442
8942,8.19,5.944,,245,2013,2443
8943,6.53,5.943,42.99,928,2011,2444
8944,7.01,5.943,,756,2016,2445
8945,6.43,5.942,,1159,2005,2446
8946,7.36,5.942,,436,1990,2447
8947,6.32,5.942,,1459,1998,2448
8948,6.76,5.942,,742,2004,2449
8949,8.28,5.941,,255,2011,2450
8950,6.66,5.941,,796,2012,2451
8951,7.28,5.941,49.99,435,2015,2452
8952,6.48,5.94,,1070,2014,2453
8953,6.89,5.94,39.95,652,2004,2454
8954,7.25,5.94,24.95,431,2016,2455
8955,8.11,5.939,,268,2003,2456
8956,6.45,5.939,,1054,2009,2457
8957,6.59,5.939,,847,2009,2458
8958,7.08,5.939,,477,2015,2459
8959,6.79,5.939,,660,2018,2460
8960,6.38,5.939,49,1310,2002,2461
8961,7.15,5.939,,467,2015,2462
8962,6.25,5.939,24.99,2722,2011,2463
8963,7.09,5.939,49.99,499,2016,2464
8964,6.5,5.939,59.95,1008,2016,2465
8965,7.05,5.939,,521,1989,2466
8966,6.8,5.938,,647,1998,2467
8967,6.54,5.938,24.99,1313,2014,2468
8968,7.14,5.938,,495,2017,2469
8969,6.21,5.938,,2837,1988,2470
8970,6.41,5.938,29.99,1129,2008,2471
8971,6.45,5.938,14.99,1193,2009,2472
8972,6.62,5.938,,851,2013,2473
8973,6.77,5.937,99.99,674,2014,2474
8974,7.15,5.937,,466,2017,2475
8975,7.15,5.937,19.95,455,2017,2476
8976,6.39,5.937,,1253,1999,2477
8977,6.37,5.936,39.99,1357,2011,2478
8978,6.38,5.936,69.99,1280,1996,2479
8979,6.37,5.936,,1302,1980,2480
8980,7.49,5.936,,354,2016,2481
8981,6.86,5.935,,576,2001,2482
8982,7.49,5.935,14.99,389,2018,2483
8983,8.73,5.935,,365,2018,2484
8984,7.28,5.935,,423,2016,2485
8985,6.55,5.935,59.99,881,2014,2486
8986,7.13,5.935,,478,2018,2487
8987,7.05,5.935,,500,1993,2488
8988,6.52,5.934,36.99,978,2015,2489
8989,6.81,5.934,,630,2014,2490
8990,6.69,5.934,,704,2013,2491
8991,7.62,5.934,,325,1993,2492
8992,6.37,5.934,,1322,2015,2493
8993,6.75,5.933,,675,2010,2494
8994,6.71,5.933,44.99,692,1992,2495
8995,7.58,5.933,,316,2001,2496
8996,6.7,5.933,,783,1966,2497
8997,7.06,5.933,,472,2017,2498
8998,6.21,5.933,,2699,1965,2499
8999,8.53,5.932,,319,2018,2500
9000,6.37,5.932,,1334,1988,2501
9001,6.58,5.932,,866,2015,2502
9002,6.51,5.932,,931,2006,2503
9003,6.93,5.931,,541,2017,2504
9004,6.22,5.931,,1903,2006,2505
9005,6.95,5.931,,516,2010,2506
9006,6.75,5.931,,696,2014,2507
9007,6.17,5.93,20,5736,2015,2508
9008,7.15,5.93,79.95,504,2017,2509
9009,7.26,5.93,,423,2001,2510
9010,7.75,5.93,,325,2018,2511
9011,7.61,5.93,49.99,388,2016,2512
9012,6.99,5.93,,509,2016,2513
9013,6.69,5.93,,803,2016,2514
9014,6.64,5.929,,756,2008,2515
9015,6.52,5.929,14.99,984,2012,2516
9016,6.74,5.929,,711,2010,2517
9017,6.71,5.929,,704,1994,2518
9018,6.36,5.929,,1258,2002,2519
9019,7.58,5.929,,340,2017,2520
9020,6.96,5.929,,520,2017,2521
9021,7.62,5.929,,568,2019,2522
9022,7.71,5.928,,303,2013,2523
9023,7.23,5.928,,421,1992,2524
9024,6.41,5.928,,1203,2000,2525
9025,7.13,5.928,,466,2016,2526
9026,7.88,5.928,,300,2009,2527
9027,6.63,5.927,,772,2015,2528
9028,7.49,5.927,,374,1986,2529
9029,6.35,5.927,,1392,2013,2530
9030,6.44,5.927,,1207,2010,2531
9031,7.28,5.927,39.99,384,2012,2532
9032,6.77,5.927,59.99,646,2012,2533
9033,6.47,5.926,,1111,1976,2534
9034,7.99,5.926,,272,2019,2535
9035,6.21,5.926,,1997,2002,2536
9036,7.02,5.926,,494,2016,2537
9037,8.38,5.926,202,232,2011,2538
9038,6.6,5.926,,810,2005,2539
9039,6.42,5.925,,1121,1994,2540
9040,6.56,5.925,,863,2012,2541
9041,6.59,5.925,,789,2007,2542
9042,7.93,5.925,,260,2015,2543
9043,6.74,5.925,49.99,754,2006,2544
9044,8.21,5.924,,278,2007,2545
9045,6.2,5.924,10.99,2402,1995,2546
9046,7.38,5.924,79.95,431,2011,2547
9047,7.21,5.924,,420,2013,2548
9048,6.84,5.923,,574,2014,2549
9049,8.42,5.923,,270,2018,2550
9050,6.18,5.923,,2774,1996,2551
9051,7.18,5.923,,401,2004,2552
9052,7.23,5.923,44.99,387,2015,2553
9053,8.51,5.923,,252,2018,2554
9054,7.23,5.923,69.99,463,2015,2555
9055,6.61,5.922,,871,1977,2556
9056,6.07,5.922,13.99,6079,1883,2557
9057,6.53,5.922,32,962,400,2558
9058,6.84,5.922,,563,2015,2559
9059,7.12,5.922,24.95,450,2017,2560
9060,6.58,5.922,39.99,795,2003,2561
9061,7.1,5.922,,445,2018,2562
9062,6.56,5.921,24.99,1154,2017,2563
9063,6.58,5.921,54.99,795,2012,2564
9064,6.85,5.921,,535,2018,2565
9065,7.19,5.921,,776,2018,2566
9066,7.57,5.921,,326,2005,2567
9067,6.46,5.921,49.95,980,2012,2568
9068,6.49,5.921,39.99,1110,2011,2569
9069,6.37,5.92,,1245,2003,2570
9070,6.48,5.919,,1374,1986,2571
9071,6.82,5.919,,689,1992,2572
9072,7.02,5.919,14.99,498,2015,2573
9073,6.54,5.919,,1032,2003,2574
9074,7.64,5.919,,328,2006,2575
9075,6.61,5.919,,844,2004,2576
9076,6.32,5.919,,1642,2010,2577
9077,6.4,5.919,,1220,2014,2578
9078,6.48,5.918,,1034,2014,2579
9079,6.59,5.918,,824,2013,2580
9080,6.51,5.917,,877,2003,2581
9081,6.72,5.917,,662,2016,2582
9082,6.81,5.917,,657,1981,2583
9083,6.83,5.917,,569,2015,2584
9084,6.89,5.916,,574,2011,2585
9085,6.99,5.916,,472,2018,2586
9086,7.27,5.916,,609,1977,2587
9087,6.48,5.916,39.95,982,2013,2588
9088,7.41,5.916,,353,2009,2589
9089,6.59,5.916,,798,2009,2590
9090,6.69,5.916,,674,2013,2591
9091,6.9,5.915,,617,2007,2592
9092,6.95,5.915,29.95,590,2016,2593
9093,6.65,5.915,,769,2017,2594
9094,7.11,5.915,,475,2016,2595
9095,6.61,5.915,,850,2014,2596
9096,6.72,5.915,,628,2008,2597
9097,6.36,5.915,19.99,1222,2006,2598
9098,7.3,5.914,,401,1996,2599
9099,6.97,5.914,,473,2001,2600
9100,7.55,5.914,,353,2010,2601
9101,6.34,5.914,,1376,1994,2602
9102,6.77,5.914,27.54,620,2009,2603
9103,7.46,5.914,,477,2017,2604
9104,7.56,5.914,,321,2016,2605
9105,6.27,5.914,49.99,2293,2004,2606
9106,7.12,5.914,49.99,430,2015,2607
9107,6.33,5.914,,1342,2008,2608
9108,6.86,5.913,39.95,555,2017,2609
9109,6.87,5.913,,604,2002,2610
9110,6.65,5.913,59.99,722,2012,2611
9111,6.76,5.913,,602,2011,2612
9112,8.23,5.913,,268,2004,2613
9113,6.84,5.913,,557,2004,2614
9114,7.37,5.912,,371,2005,2615
9115,7.28,5.912,,386,2009,2616
9116,6.36,5.912,,1185,2003,2617
9117,6.57,5.912,39.99,745,2013,2618
9118,7.97,5.911,,286,2011,2619
9119,6.35,5.911,,1192,2014,2620
9120,7.25,5.911,59.99,386,2016,2621
9121,6.9,5.91,19.95,508,2017,2622
9122,6.65,5.91,8.95,769,1996,2623
9123,7.53,5.91,,335,1992,2624
9124,6.48,5.909,24.99,957,2002,2625
9125,7.15,5.909,,606,2016,2626
9126,7.05,5.909,,524,2016,2627
