,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
9127,7.81,5.909,,274,2018,2628
9128,8.04,5.908,83,243,2010,2629
9129,6.79,5.908,44.99,634,2011,2630
9130,6.48,5.908,,928,2014,2631
9131,6.48,5.908,,948,1996,2632
9132,6.2,5.907,13,2044,2011,2633
9133,6.94,5.907,29.99,511,2015,2634
9134,6.82,5.907,29.99,610,2018,2635
9135,7.73,5.907,,285,1993,2636
9136,6.34,5.906,,1330,1991,2637
9137,6.53,5.906,49.99,818,2012,2638
9138,6.53,5.906,,817,2011,2639
9139,6.18,5.906,34.95,2502,1982,2640
9140,6.31,5.906,59.95,1548,2010,2641
9141,6.71,5.905,,641,2006,2642
9142,6.13,5.905,19.95,2458,1973,2643
9143,6.09,5.905,14.99,3734,1982,2644
9144,6.25,5.905,,1403,2006,2645
9145,6.82,5.905,,614,2001,2646
9146,7.35,5.905,,366,2009,2647
9147,6.38,5.905,,1141,1997,2648
9148,6.38,5.905,,1095,2010,2649
9149,7.08,5.904,,464,2018,2650
9150,6.81,5.904,,573,2017,2651
9151,6.48,5.904,,862,2002,2652
9152,8.48,5.904,,193,2016,2653
9153,6.37,5.904,,1231,1994,2654
9154,7.16,5.904,,419,2014,2655
9155,6.34,5.903,,1551,2007,2656
9156,7.18,5.903,,469,2017,2657
9157,8.6,5.903,,228,2017,2658
9158,8.13,5.903,,234,2013,2659
9159,7.03,5.902,,439,1987,2660
9160,7.65,5.902,,293,2005,2661
9161,7.04,5.902,,463,1997,2662
9162,6.15,5.902,,2174,2007,2663
9163,8.06,5.902,,259,2001,2664
9164,7.18,5.902,,393,2018,2665
9165,6.57,5.901,,744,2001,2666
9166,6.47,5.901,29.95,872,2006,2667
9167,6.91,5.901,,566,2015,2668
9168,7.36,5.901,,352,2018,2669
9169,6.69,5.901,,729,2008,2670
9170,6.52,5.901,24.95,1119,2012,2671
9171,6.61,5.901,9.99,751,2011,2672
9172,6.41,5.901,49.9,1073,2008,2673
9173,6.95,5.9,,473,2015,2674
9174,6.27,5.9,,1331,2005,2675
9175,7.38,5.9,,358,2014,2676
9176,6.15,5.9,,3068,2003,2677
9177,6.41,5.899,,986,1990,2678
9178,6.62,5.899,49.99,700,2012,2679
9179,6.84,5.899,,557,1992,2680
9180,6.72,5.899,39.99,632,2016,2681
9181,6.46,5.899,,915,2006,2682
9182,6.48,5.899,,1080,2004,2683
9183,6.16,5.898,,2067,2002,2684
9184,7.91,5.898,,329,2017,2685
9185,6.69,5.898,,708,1985,2686
9186,6.09,5.898,,3293,2004,2687
9187,6.84,5.898,,548,1985,2688
9188,7.73,5.898,,305,2017,2689
9189,7.06,5.898,,443,2009,2690
9190,6.34,5.897,,1168,2005,2691
9191,6.37,5.897,,1064,2002,2692
9192,6.2,5.897,16,2214,2011,2693
9193,6.57,5.897,13.99,752,2013,2694
9194,7.35,5.897,34,365,2018,2695
9195,7.74,5.896,,330,2018,2696
9196,7.25,5.895,,354,2016,2697
9197,6.88,5.895,79.99,524,2013,2698
9198,6.21,5.895,,1712,2009,2699
9199,7.04,5.894,,521,1979,2700
9200,6.56,5.894,9.99,765,,2701
9201,6.28,5.894,,1286,2010,2702
9202,7.04,5.894,,428,2016,2703
9203,6.47,5.894,,917,1976,2704
9204,6.26,5.893,29.99,1398,2013,2705
9205,7.66,5.893,,289,2016,2706
9206,6.68,5.893,,638,2011,2707
9207,6.37,5.893,,998,1996,2708
9208,6.78,5.892,,550,2017,2709
9209,6.27,5.892,,1517,2011,2710
9210,6.84,5.892,,527,2014,2711
9211,7.61,5.892,,287,2018,2712
9212,8.31,5.892,,359,2018,2713
9213,6.98,5.892,,428,2009,2714
9214,6.59,5.892,,780,2010,2715
9215,6.4,5.892,,1077,1991,2716
9216,6.95,5.891,,454,2009,2717
9217,6.32,5.89,,1520,1994,2718
9218,6.65,5.89,34.99,645,2012,2719
9219,6.92,5.89,,504,2000,2720
9220,6.21,5.89,,1604,2003,2721
9221,6.61,5.89,,793,2012,2722
9222,7.13,5.89,,426,2000,2723
9223,6.28,5.89,24.95,1822,2008,2724
9224,7.66,5.889,,288,2012,2725
9225,7.5,5.889,,372,2019,2726
9226,6.6,5.889,,727,1986,2727
9227,6.25,5.889,,1457,1987,2728
9228,6.85,5.889,,495,2016,2729
9229,6.12,5.889,24.99,4276,2002,2730
9230,6.56,5.888,,701,2015,2731
9231,6.54,5.888,10,737,2017,2732
9232,7.47,5.888,,322,1999,2733
9233,7.92,5.888,,274,1991,2734
9234,6.32,5.888,27.99,1271,2008,2735
9235,7.37,5.887,,353,1990,2736
9236,7.18,5.887,,385,2018,2737
9237,6.73,5.887,,626,1701,2738
9238,6.18,5.887,,1722,1999,2739
9239,6.37,5.887,,1112,1999,2740
9240,7.04,5.887,,490,2017,2741
9241,7.24,5.887,50.07,382,2017,2742
9242,6.9,5.887,,492,2010,2743
9243,6.88,5.887,,478,2015,2744
9244,6.89,5.887,,474,2014,2745
9245,7,5.886,,457,2017,2746
9246,6.73,5.886,,619,2017,2747
9247,6.39,5.885,13.97,1063,2018,2748
9248,6.58,5.885,,676,2001,2749
9249,7.39,5.885,,350,2003,2750
9250,6.57,5.885,20,728,2017,2751
9251,6.33,5.885,,1126,2008,2752
9252,7.88,5.885,,246,2001,2753
9253,6.5,5.885,16.99,1069,2005,2754
9254,6.76,5.885,,555,2012,2755
9255,7.42,5.885,29.99,320,2018,2756
9256,6.93,5.885,80,535,2006,2757
9257,6.89,5.884,74.99,796,2015,2758
9258,7.07,5.884,59.99,437,2017,2759
9259,7.2,5.884,,367,2015,2760
9260,6.25,5.884,,1335,2006,2761
9261,6.99,5.884,,464,1988,2762
9262,7.17,5.884,,381,1969,2763
9263,6.4,5.884,,951,2003,2764
9264,7.31,5.883,,335,1998,2765
9265,6.89,5.883,29.99,532,2018,2766
9266,7.15,5.883,100,405,1980,2767
9267,7.26,5.883,,395,2016,2768
9268,6.34,5.883,30,1019,2007,2769
9269,7.1,5.882,34.99,415,2017,2770
9270,6.1,5.881,,2427,2002,2771
9271,6.64,5.881,,658,2015,2772
9272,6.37,5.881,,970,1999,2773
9273,6.31,5.881,19.95,1195,2003,2774
9274,6.62,5.881,,682,2003,2775
9275,6.31,5.881,24.99,1123,2006,2776
9276,8.04,5.88,,280,2015,2777
9277,6.42,5.88,,904,2017,2778
9278,6.85,5.88,,513,2005,2779
9279,6.65,5.88,,650,2011,2780
9280,6.6,5.88,49.99,671,2014,2781
9281,6.95,5.88,,453,2005,2782
9282,8.14,5.879,,221,2014,2783
9283,6.88,5.879,38,501,2003,2784
9284,6.5,5.879,44.99,865,2011,2785
9285,6.46,5.879,,812,2008,2786
9286,6.07,5.879,19.99,4370,2008,2787
9287,7.32,5.879,,347,2017,2788
9288,6.64,5.879,,628,2006,2789
9289,6.42,5.878,59.99,906,2010,2790
9290,6.96,5.878,,439,1989,2791
9291,6.86,5.878,59.9,510,2013,2792
9292,6.23,5.878,,1972,1992,2793
9293,8.05,5.878,,225,2009,2794
9294,7.02,5.878,,427,2018,2795
9295,7.66,5.877,,283,1995,2796
9296,6.62,5.877,24.99,637,2003,2797
9297,6.65,5.877,,686,1997,2798
9298,6.61,5.877,,674,2008,2799
9299,6.79,5.877,,599,1942,2800
9300,6.66,5.877,,646,2016,2801
9301,6.88,5.877,,459,2013,2802
9302,6.95,5.877,17.99,435,2015,2803
9303,6.34,5.876,,1021,2002,2804
9304,7.65,5.876,,288,2003,2805
9305,6.4,5.876,49.99,923,2014,2806
9306,7.26,5.876,,341,2018,2807
9307,7.05,5.876,49.99,475,2015,2808
9308,6.89,5.876,,510,2013,2809
9309,6.28,5.876,,1468,2011,2810
9310,6.58,5.876,45,690,2009,2811
9311,7.98,5.875,,224,2015,2812
9312,6.86,5.875,,563,2010,2813
9313,6.24,5.875,35,1300,2007,2814
9314,6.92,5.875,38,486,1994,2815
9315,6.9,5.875,,496,2003,2816
9316,6.24,5.875,19.99,1360,2007,2817
9317,6.51,5.875,49.99,757,2010,2818
9318,7.29,5.875,,391,2013,2819
9319,6.17,5.875,,1611,2015,2820
9320,7.49,5.875,,347,2018,2821
9321,6.97,5.875,,453,2018,2822
9322,7.71,5.875,,400,2015,2823
9323,6.29,5.874,,1208,2003,2824
9324,6.11,5.874,19.95,2411,2003,2825
9325,6.61,5.874,,680,2013,2826
9326,6.2,5.874,27.99,1448,2004,2827
9327,7.4,5.874,29.99,311,2016,2828
9328,6.45,5.874,20,1539,2017,2829
9329,6.62,5.874,,634,2014,2830
9330,6.26,5.874,32.95,1173,2003,2831
9331,7.05,5.873,,399,2010,2832
9332,7.39,5.872,,310,1960,2833
9333,6.92,5.872,,495,2018,2834
9334,8.47,5.872,,180,2013,2835
9335,6.7,5.872,,551,2008,2836
9336,6.63,5.871,,616,2013,2837
9337,6.35,5.871,25,991,2015,2838
9338,6.55,5.871,,748,1992,2839
9339,6.39,5.87,,906,2008,2840
9340,6.6,5.87,,710,2016,2841
9341,7.16,5.87,,374,2011,2842
9342,6.9,5.87,,446,1998,2843
9343,7.11,5.87,,409,1995,2844
9344,6.65,5.869,18.99,632,1982,2845
9345,7.73,5.869,,279,2017,2846
9346,6.44,5.869,29.95,839,1992,2847
9347,6.19,5.869,,1473,2003,2848
9348,6.48,5.869,,750,2011,2849
9349,7.28,5.869,,327,2018,2850
9350,7.23,5.869,42,349,2009,2851
9351,6.97,5.868,,428,1992,2852
9352,7.49,5.868,,410,2017,2853
9353,6.42,5.868,,832,2015,2854
9354,6.78,5.868,,501,2007,2855
9355,6.58,5.867,,645,2007,2856
9356,6.39,5.867,,859,2017,2857
9357,8.34,5.867,,181,2003,2858
9358,7.03,5.867,40,460,2016,2859
9359,6.45,5.867,,822,2014,2860
9360,7.21,5.867,44.95,407,2016,2861
9361,6.48,5.867,,740,1980,2862
9362,6.86,5.867,,514,1977,2863
9363,6.55,5.866,,880,1992,2864
9364,6.45,5.866,,806,2007,2865
9365,6.51,5.866,,749,2013,2866
9366,6.52,5.866,,711,2004,2867
9367,6.58,5.865,34.95,717,2015,2868
9368,6.88,5.865,,503,2010,2869
9369,6.41,5.865,28,850,1998,2870
9370,6.3,5.865,,1095,2014,2871
9371,7.06,5.865,,396,2017,2872
9372,6.69,5.865,,613,1979,2873
9373,6.52,5.864,54.99,695,2014,2874
9374,6.65,5.864,99.99,787,2016,2875
9375,6.79,5.864,,473,2010,2876
9376,7.55,5.864,,303,2016,2877
9377,7.93,5.863,,257,2018,2878
9378,6.57,5.863,,764,1964,2879
9379,6.5,5.863,43.72,863,2016,2880
9380,6.47,5.863,,887,1974,2881
9381,6.52,5.863,,717,2000,2882
9382,8.17,5.862,,221,2018,2883
9383,6.71,5.862,24.99,538,,2884
9384,6.52,5.862,,701,2009,2885
9385,6.78,5.862,,498,2015,2886
9386,6.18,5.862,49,1719,2004,2887
9387,8.01,5.862,,234,2014,2888
9388,6.74,5.861,14.99,588,1430,2889
9389,6.23,5.861,,1257,1999,2890
9390,7.29,5.861,,332,1983,2891
9391,7.68,5.861,,286,2008,2892
9392,6.83,5.861,,486,2014,2893
9393,6.54,5.861,,692,1600,2894
9394,7.37,5.86,,411,2017,2895
9395,6.15,5.86,,1768,2009,2896
9396,6.39,5.86,,839,2014,2897
9397,7.1,5.859,,362,1994,2898
9398,6.8,5.859,24.99,479,2011,2899
9399,7.1,5.859,,360,1995,2900
9400,7.67,7.224,24.95,5144,2018,201
9401,7.65,7.224,,5250,2018,202
9402,7.48,7.223,29.99,9905,2014,203
9403,7.34,7.221,,31594,2009,204
9404,7.42,7.221,,11990,2009,205
9405,7.3,7.215,49.99,53233,2009,206
9406,7.9,7.214,99.95,3822,2015,207
9407,7.43,7.214,39.99,10944,2012,208
9408,7.44,7.213,59.99,11710,2011,209
9409,7.77,7.211,69.99,3973,2018,210
9410,7.82,7.21,,3611,2016,211
9411,7.52,7.202,49.99,7094,2015,212
9412,7.32,7.202,31.99,24790,2001,213
9413,7.44,7.199,64.99,11452,2010,214
9414,7.35,7.197,49.99,17321,2008,215
9415,7.37,7.197,29.99,14179,1992,216
9416,7.45,7.196,49.99,8821,2013,217
9417,7.3,7.195,34.99,41135,2008,218
9418,7.58,7.194,,6522,2016,219
9419,7.7,7.192,39.95,5356,2018,220
9420,8.23,7.192,50,2421,2018,221
9421,7.63,7.191,49.95,4774,1986,222
9422,7.4,7.188,29.9,12379,2017,223
9423,7.34,7.187,32.99,16075,1999,224
9424,7.35,7.187,,16939,1964,225
9425,7.53,7.186,59.95,6776,2016,226
9426,7.46,7.186,,7798,2013,227
9427,7.52,7.184,39.99,6524,2017,228
9428,7.42,7.181,,11900,2006,229
9429,7.75,7.179,59.99,4241,2016,230
9430,7.55,7.178,69.99,6282,2009,231
9431,7.43,7.178,49.99,8665,2009,232
9432,7.41,7.177,29.99,9859,2009,233
9433,7.86,7.176,,3261,2004,234
9434,7.3,7.175,49.99,27746,2011,235
9435,7.88,7.173,70,3244,2016,236
9436,7.55,7.172,19.95,5854,2013,237
9437,7.95,7.172,199.99,3455,2015,238
9438,7.37,7.17,44.99,11222,2007,239
9439,7.4,7.17,35,11507,2015,240
9440,7.26,7.169,11.99,46562,2012,241
9441,7.39,7.168,44.99,9701,2007,242
9442,7.65,7.167,79.99,4700,2012,243
9443,7.77,7.166,59.95,3612,2017,244
9444,7.96,7.162,,3242,1985,245
9445,7.63,7.159,,5076,1979,246
9446,7.42,7.157,49.99,8274,2012,247
9447,7.38,7.156,74.99,14223,2012,248
9448,7.35,7.155,19.95,12486,2016,249
9449,7.51,7.153,,6696,1980,250
9450,7.27,7.153,34.99,20666,2004,251
9451,8,7.151,74.99,2650,2013,252
9452,7.31,7.148,59.95,14961,2006,253
9453,7.31,7.148,39.95,17191,1982,254
9454,7.54,7.145,99.99,6373,2009,255
9455,7.31,7.144,34.99,13414,2004,256
9456,7.23,7.141,39.99,48143,2011,257
9457,7.38,7.132,59.99,8320,2009,258
9458,7.41,7.13,,8305,2006,259
9459,7.74,7.128,,3353,2015,260
9460,8.05,7.127,,2816,2018,261
9461,7.38,7.125,31.99,9388,2011,262
9462,7.65,7.123,,3909,2013,263
9463,7.75,7.119,39.99,3474,2017,264
9464,7.43,7.119,44.99,6431,2009,265
9465,7.29,7.116,59.95,34151,2005,266
9466,7.48,7.114,59.99,6717,2011,267
9467,7.54,7.113,,4988,2017,268
9468,8.49,7.11,149.99,2106,2018,269
9469,7.31,7.108,62.95,10541,2010,270
9470,7.41,7.107,,6865,2011,271
9471,7.52,7.107,49.99,6764,2016,272
9472,7.41,7.106,16.38,7095,2015,273
9473,7.22,7.105,,19634,1997,274
9474,7.45,7.105,64.99,5980,2011,275
9475,7.96,7.105,59.99,2369,2009,276
9476,7.93,7.099,49.99,2531,2017,277
9477,8.48,7.099,49.99,1576,2017,278
9478,7.7,7.093,,3560,2016,279
9479,7.24,7.093,39.99,17930,2011,280
9480,7.55,7.093,34.99,4281,2014,281
9481,7.34,7.091,34.99,8011,2010,282
9482,7.35,7.091,49.99,8590,2016,283
9483,7.8,7.089,,3070,2016,284
9484,7.37,7.088,79.99,8908,2006,285
9485,7.73,7.087,70,3169,2013,286
9486,7.21,7.087,34.99,23548,2014,287
9487,7.49,7.085,,5161,2005,288
9488,7.6,7.083,,4220,2018,289
9489,7.43,7.08,,7429,2004,290
9490,7.98,7.078,39.99,2372,2015,291
9491,7.4,7.078,49.99,9029,2013,292
9492,7.55,7.078,,4951,1994,293
9493,7.58,7.076,,4149,2017,294
9494,7.34,7.076,49.99,7841,2014,295
9495,7.33,7.076,,8032,2003,296
9496,7.21,7.076,49.95,17163,2007,297
9497,7.33,7.074,99.95,11918,2011,298
9498,7.62,7.073,69.99,3666,2017,299
9499,7.2,7.072,24.99,20824,2013,300
9500,7.61,5.859,,296,2006,2901
9501,7.37,5.859,,310,2018,2902
9502,6.9,5.859,,465,2016,2903
9503,8.26,5.859,,176,2007,2904
9504,8.85,5.859,,231,2019,2905
9505,6.54,5.859,,670,2004,2906
9506,6.4,5.859,,934,2013,2907
9507,6.37,5.859,,1016,1939,2908
9508,7.94,5.859,,245,2013,2909
9509,8.05,5.859,,227,2018,2910
9510,6.12,5.859,,2510,2012,2911
9511,6.03,5.858,,19306,2009,2912
9512,6.31,5.858,,980,2005,2913
9513,7.33,5.858,,326,1976,2914
9514,6.2,5.858,,1394,2015,2915
9515,6.49,5.857,,708,2011,2916
9516,6.29,5.857,,1037,2007,2917
9517,6.18,5.857,,1524,1983,2918
9518,7.08,5.857,,365,2005,2919
9519,6.81,5.857,,468,2002,2920
9520,7.76,5.857,,242,2006,2921
9521,6.73,5.857,,531,2012,2922
9522,6.64,5.857,,662,2002,2923
9523,6.38,5.856,,859,2007,2924
9524,6.12,5.856,,2429,2003,2925
9525,7.18,5.855,,373,1987,2926
9526,6.58,5.855,,623,2006,2927
9527,8.02,5.855,,217,2017,2928
9528,6.37,5.855,,852,2008,2929
9529,6.92,5.855,,415,2017,2930
9530,6.67,5.854,,551,2006,2931
9531,6.54,5.854,,643,2004,2932
9532,6.93,5.854,,443,2014,2933
9533,6.1,5.853,,2145,2011,2934
9534,6.8,5.853,,460,1999,2935
9535,6.65,5.853,,608,1985,2936
9536,6.27,5.852,,1085,2009,2937
9537,6.88,5.852,,438,2014,2938
9538,7.63,5.852,,346,2009,2939
9539,6.33,5.852,,936,2008,2940
9540,7.73,5.852,,225,2005,2941
9541,7.04,5.851,,381,1987,2942
9542,8.49,5.851,,187,2016,2943
9543,7.05,5.851,,421,2016,2944
9544,7.08,5.851,,363,2015,2945
9545,6.59,5.851,,605,2017,2946
9546,6.66,5.851,,547,2009,2947
9547,7.24,5.851,,337,2009,2948
9548,6.48,5.85,,679,2007,2949
9549,6.39,5.85,,807,2003,2950
9550,6.66,5.85,,550,2014,2951
9551,6.52,5.85,,671,2000,2952
9552,7.11,5.85,,357,2015,2953
9553,7.25,5.85,,354,2010,2954
9554,7.34,5.85,,293,1967,2955
9555,7.11,5.85,,350,1998,2956
9556,6.46,5.85,,788,2016,2957
9557,7.23,5.849,,314,2014,2958
9558,6.88,5.849,,481,1987,2959
9559,6.72,5.849,,560,1969,2960
9560,7.18,5.849,,396,1979,2961
9561,7.25,5.849,,332,2018,2962
9562,6.75,5.849,,518,2016,2963
9563,6.88,5.849,,539,2011,2964
9564,6.59,5.849,,597,2013,2965
9565,6.49,5.849,,671,1999,2966
9566,7.35,5.849,,297,2017,2967
9567,6.36,5.848,,1011,2014,2968
9568,8,5.848,,205,2012,2969
9569,6.6,5.848,,709,2008,2970
9570,6.44,5.848,,739,2012,2971
9571,6.73,5.848,,508,2015,2972
9572,7.86,5.848,,296,2017,2973
9573,6.28,5.848,,1017,2010,2974
9574,6.18,5.847,,1294,2004,2975
9575,6.8,5.847,,450,2016,2976
9576,6.7,5.847,,537,2012,2977
9577,6.6,5.847,,582,2006,2978
9578,6.53,5.847,,637,2011,2979
9579,6.3,5.847,,967,2005,2980
9580,7.88,5.847,,211,1994,2981
9581,6.6,5.847,,575,2009,2982
9582,6.16,5.847,,1823,2008,2983
9583,6.33,5.846,,887,2010,2984
9584,6.61,5.846,,575,2016,2985
9585,6.87,5.846,,417,2010,2986
9586,7.14,5.846,,330,2017,2987
9587,6.52,5.846,,722,2017,2988
9588,6.76,5.846,,495,2014,2989
9589,6.44,5.846,,735,2011,2990
9590,7,5.845,,379,2014,2991
9591,6.97,5.845,,378,2010,2992
9592,6.52,5.845,,654,2005,2993
9593,6.2,5.845,,1287,2008,2994
9594,7.54,5.844,,257,2002,2995
9595,6.73,5.844,,502,2003,2996
9596,6.46,5.844,,704,1963,2997
9597,7.34,5.843,,309,2009,2998
9598,7.06,5.843,,368,2012,2999
9599,7.32,5.843,,448,1978,3000
9600,6.76,5.843,39.99,515,2012,3001
9601,7.37,5.843,,302,2009,3002
9602,7.66,5.843,,264,2003,3003
9603,6.48,5.843,24.99,711,2013,3004
9604,6.64,5.842,9,601,1989,3005
9605,7.39,5.842,25.99,268,2016,3006
9606,6.21,5.841,49.99,1156,2013,3007
9607,6.48,5.841,,973,2015,3008
9608,6.62,5.841,,649,1987,3009
9609,6.67,5.841,,503,2012,3010
9610,8.01,5.84,,279,2009,3011
9611,6.91,5.84,,404,2014,3012
9612,6.5,5.84,,664,1969,3013
9613,6.01,5.84,16,5658,2007,3014
9614,6.66,5.84,,513,2010,3015
9615,6.91,5.84,38,406,2004,3016
9616,7.39,5.84,65,280,2013,3017
9617,6.9,5.84,,422,1995,3018
9618,6.36,5.839,50,853,2005,3019
9619,6.96,5.839,,381,2007,3020
9620,6.93,5.839,59.95,424,2006,3021
9621,6.92,5.839,,469,1985,3022
9622,6.44,5.838,,796,2010,3023
9623,6.29,5.838,,924,2011,3024
9624,6.38,5.838,,785,2012,3025
9625,6.47,5.837,,734,2001,3026
9626,7.41,5.837,,286,1991,3027
9627,6.98,5.837,,376,2009,3028
9628,6.73,5.837,49.99,483,2014,3029
9629,6.78,5.837,,516,1987,3030
9630,7.7,5.837,,255,2010,3031
9631,6.73,5.837,,478,2017,3032
9632,6.49,5.837,,851,2013,3033
9633,7.35,5.836,,287,2005,3034
9634,8.26,5.836,,261,2019,3035
9635,7.09,5.836,,426,1971,3036
9636,6.46,5.836,,654,1999,3037
9637,6.37,5.836,44.99,813,2004,3038
9638,6.27,5.836,29.99,999,2009,3039
9639,7.24,5.835,,299,2007,3040
9640,7.88,5.835,,280,2016,3041
9641,7.4,5.835,,270,2017,3042
9642,6.03,5.835,29.95,2814,2011,3043
9643,6.46,5.835,,674,2009,3044
9644,6.59,5.835,39.99,563,2015,3045
9645,6.66,5.835,,489,2015,3046
9646,6.11,5.834,,1692,2013,3047
9647,6.77,5.834,54.99,466,2011,3048
9648,6.46,5.834,,698,2001,3049
9649,7.66,5.834,,292,2003,3050
9650,6.32,5.834,39.99,897,2007,3051
9651,6.31,5.834,,924,1982,3052
9652,6.27,5.834,,1000,2011,3053
9653,8.41,5.833,,191,2018,3054
9654,7.37,5.833,,410,2015,3055
9655,6.45,5.833,,695,2007,3056
9656,6.64,5.832,,530,2014,3057
9657,6.82,5.832,,472,2013,3058
9658,7.57,5.832,,520,2018,3059
9659,6.27,5.832,,948,2006,3060
9660,6.7,5.832,,484,2010,3061
9661,7.52,5.832,,259,1996,3062
9662,7.1,5.832,59.99,318,2017,3063
9663,6.91,5.832,,461,2018,3064
9664,6.33,5.832,59.99,845,2007,3065
9665,7.48,5.832,,261,2011,3066
9666,7.19,5.832,,336,2016,3067
9667,6.7,5.832,32.99,473,2018,3068
9668,6.37,5.831,,788,1977,3069
9669,8.02,5.831,,210,2018,3070
9670,6.44,5.831,,731,1996,3071
9671,6.04,5.831,12.99,2747,1998,3072
9672,6.5,5.831,,638,1997,3073
9673,6.6,5.831,,569,2010,3074
9674,7.39,5.831,,278,2004,3075
9675,7.73,5.831,,214,2018,3076
9676,6.59,5.83,,558,2014,3077
9677,7.72,5.83,,241,2006,3078
9678,8.44,5.83,,194,,3079
9679,6.2,5.83,,1132,2003,3080
9680,6.95,5.83,,545,2014,3081
9681,6.45,5.83,,651,2003,3082
9682,6.89,5.83,,416,1904,3083
9683,7.17,5.83,,301,1972,3084
9684,6.78,5.83,,428,1988,3085
9685,6.44,5.83,,682,2015,3086
9686,6.84,5.829,,408,2016,3087
9687,6.81,5.829,,425,2009,3088
9688,6.82,5.829,44.99,466,2015,3089
9689,6.61,5.828,,523,1981,3090
9690,7.35,5.828,,273,2009,3091
9691,6.58,5.828,,580,2014,3092
9692,7.29,5.828,,368,2018,3093
9693,7.09,5.828,,335,2018,3094
9694,6.1,5.828,,1607,2000,3095
9695,7.19,5.827,,301,1932,3096
9696,6.67,5.827,,517,2005,3097
9697,6.25,5.827,,1017,2003,3098
9698,6.96,5.827,,366,2009,3099
9699,6.27,5.826,15,994,2013,3100
9700,6.89,5.826,,372,2005,3101
9701,7.81,5.826,,235,2012,3102
9702,7.19,5.826,,343,2005,3103
9703,6.1,5.825,,1615,2002,3104
9704,7.32,5.825,22.99,266,2016,3105
9705,6.94,5.825,,402,2012,3106
9706,6.92,5.825,10.2,387,2013,3107
9707,7.28,5.824,,301,2009,3108
9708,6.31,5.824,37.95,869,2002,3109
9709,6.77,5.824,,468,1989,3110
9710,6.53,5.824,,682,1983,3111
9711,6.91,5.824,62.98,385,2000,3112
9712,8.08,5.824,,217,2017,3113
9713,7.79,5.824,29.99,254,2016,3114
9714,6.94,5.824,,390,1990,3115
9715,6.39,5.823,24.99,710,2011,3116
9716,7.31,5.823,,285,2016,3117
9717,6.53,5.823,,622,1987,3118
9718,7.76,5.823,55,227,2014,3119
9719,7.75,5.823,,212,2010,3120
9720,6.19,5.822,,1120,2012,3121
9721,7.38,5.822,,330,2014,3122
9722,7.24,5.821,,280,2010,3123
9723,6.62,5.821,,498,2009,3124
9724,6.56,5.821,,693,,3125
9725,6.57,5.821,,559,1997,3126
9726,6.36,5.821,,959,1992,3127
9727,6.64,5.821,59.95,543,1985,3128
9728,6.31,5.821,,824,2001,3129
9729,7.04,5.821,28.95,326,2017,3130
9730,6.9,5.821,26.99,362,2014,3131
9731,6.66,5.821,14.99,495,2010,3132
9732,6.99,5.821,,346,2006,3133
9733,6.94,5.82,,374,2017,3134
9734,6.9,5.82,,368,2018,3135
9735,7.34,5.82,,268,1998,3136
9736,6.95,5.82,,491,2006,3137
9737,7.36,5.819,,311,2003,3138
9738,6.23,5.819,,1066,2012,3139
9739,6.78,5.819,,417,1997,3140
9740,8.05,5.819,,182,2017,3141
9741,7.08,5.819,,330,2018,3142
9742,6.72,5.819,79.99,562,2014,3143
9743,6.52,5.819,,597,2006,3144
9744,6.56,5.819,,600,2016,3145
9745,6.3,5.819,49.99,1006,2015,3146
9746,7.02,5.818,,337,2013,3147
9747,7.04,5.818,,365,1998,3148
9748,7.3,5.818,,268,2011,3149
9749,6.76,5.818,,434,1999,3150
9750,6.38,5.818,,903,2015,3151
9751,6.15,5.818,49.99,1523,2013,3152
9752,6.35,5.818,,772,2009,3153
9753,6.42,5.817,,673,2013,3154
9754,8.74,5.817,,205,2018,3155
9755,6.85,5.817,39.65,428,2014,3156
9756,6.67,5.817,29.99,502,2016,3157
9757,6.93,5.817,79.99,394,2017,3158
9758,6.2,5.817,,1083,2001,3159
9759,6.68,5.817,,506,1998,3160
9760,6.84,5.817,9,385,2000,3161
9761,7.73,5.817,,205,2003,3162
9762,7.2,5.816,69,290,2016,3163
9763,6.82,5.816,,407,2013,3164
9764,7.08,5.816,49.95,388,2016,3165
9765,6.93,5.816,,351,2015,3166
9766,6.68,5.816,,505,1996,3167
9767,6.69,5.816,,466,2008,3168
9768,6.83,5.816,,398,2015,3169
9769,6.88,5.816,,416,1970,3170
9770,7.36,5.815,79.95,308,2013,3171
9771,6.56,5.815,,522,2012,3172
9772,7.51,5.815,,252,2004,3173
9773,7.27,5.815,75,296,2014,3174
9774,7.07,5.815,39.99,349,2014,3175
9775,6.62,5.815,,519,2000,3176
9776,6.5,5.814,,574,2005,3177
9777,6.55,5.814,,527,2008,3178
9778,6.5,5.814,,548,2002,3179
9779,7.6,5.814,,233,1994,3180
9780,6.36,5.814,,712,2014,3181
9781,6.85,5.814,,394,2006,3182
9782,7,5.814,,346,2001,3183
9783,6.7,5.814,,539,2017,3184
9784,6.33,5.814,15,1050,2016,3185
9785,6.52,5.813,,583,2011,3186
9786,6.34,5.813,,733,2004,3187
9787,6.57,5.813,,557,2009,3188
9788,7.92,5.813,,192,2010,3189
9789,6.56,5.813,40.99,532,2012,3190
9790,6.23,5.813,39.99,943,2011,3191
9791,7.44,5.813,9,249,2001,3192
9792,7.35,5.812,25,251,2018,3193
9793,7.04,5.812,64.99,340,2013,3194
